"Region","PrimaryKey","Line","PointNbr","layer","code","LineKey","PointLoc"
"JA","245A",2,28,"FOLIAR_1","BRTE","245A",28
"JA","245A",2,28,"FOLIAR_2","POSE","245A",28
"JA","245A",2,28,"FOLIAR_3","L","245A",28
"JA","245A",2,28,"SOIL_SURF","S","245A",28
"JA","245A",2,28.5,"FOLIAR_1","POSE","245A",28.5
"JA","245A",2,28.5,"FOLIAR_2","BRTE","245A",28.5
"JA","245A",2,28.5,"SOIL_SURF","S","245A",28.5
"JA","245A",2,29,"FOLIAR_1","BRTE","245A",29
"JA","245A",2,29,"FOLIAR_2","POSE","245A",29
"JA","245A",2,29,"FOLIAR_3","L","245A",29
"JA","245A",2,29,"SOIL_SURF","S","245A",29
"JA","245A",2,29.5,"FOLIAR_1","POSE","245A",29.5
"JA","245A",2,29.5,"FOLIAR_2","L","245A",29.5
"JA","245A",2,29.5,"SOIL_SURF","S","245A",29.5
"JA","245A",15,0,"FOLIAR_1","BRTE","245A",0
"JA","245A",15,0,"FOLIAR_2","L","245A",0
"JA","245A",15,0,"SOIL_SURF","S","245A",0
"JA","245A",15,0.5,"FOLIAR_1","POSE","245A",0.5
"JA","245A",15,0.5,"FOLIAR_2","BRTE","245A",0.5
"JA","245A",15,0.5,"FOLIAR_3","L","245A",0.5
"JA","245A",15,0.5,"SOIL_SURF","S","245A",0.5
"JA","245A",15,1,"FOLIAR_1","SIAL2","245A",1
"JA","245A",15,1,"FOLIAR_2","BRTE","245A",1
"JA","245A",15,1,"FOLIAR_3","SATR12","245A",1
"JA","245A",15,1,"FOLIAR_4","L","245A",1
"JA","245A",15,1,"SOIL_SURF","S","245A",1
"JA","245A",15,1.5,"FOLIAR_1","BRTE","245A",1.5
"JA","245A",15,1.5,"FOLIAR_2","L","245A",1.5
"JA","245A",15,1.5,"SOIL_SURF","S","245A",1.5
"JA","245A",15,2,"FOLIAR_1","BRTE","245A",2
"JA","245A",15,2,"FOLIAR_2","PHLO2","245A",2
"JA","245A",15,2,"FOLIAR_3","L","245A",2
"JA","245A",15,2,"SOIL_SURF","S","245A",2
"JA","245A",15,2.5,"FOLIAR_1","BRTE","245A",2.5
"JA","245A",15,2.5,"FOLIAR_2","L","245A",2.5
"JA","245A",15,2.5,"SOIL_SURF","S","245A",2.5
"JA","245A",15,3,"FOLIAR_1","SIAL2","245A",3
"JA","245A",15,3,"FOLIAR_2","BRTE","245A",3
"JA","245A",15,3,"FOLIAR_3","L","245A",3
"JA","245A",15,3,"SOIL_SURF","S","245A",3
"JA","245A",15,3.5,"FOLIAR_1","AGROP","245A",3.5
"JA","245A",15,3.5,"FOLIAR_2","POSE","245A",3.5
"JA","245A",15,3.5,"FOLIAR_3","L","245A",3.5
"JA","245A",15,3.5,"SOIL_SURF","S","245A",3.5
"JA","245A",15,4,"FOLIAR_1","BRTE","245A",4
"JA","245A",15,4,"FOLIAR_2","L","245A",4
"JA","245A",15,4,"SOIL_SURF","S","245A",4
"JA","245A",15,4.5,"FOLIAR_1","SIAL2","245A",4.5
"JA","245A",15,4.5,"FOLIAR_2","POSE","245A",4.5
"JA","245A",15,4.5,"FOLIAR_3","L","245A",4.5
"JA","245A",15,4.5,"SOIL_SURF","S","245A",4.5
"JA","245A",15,5,"FOLIAR_1","BRTE","245A",5
"JA","245A",15,5,"FOLIAR_2","L","245A",5
"JA","245A",15,5,"SOIL_SURF","S","245A",5
"JA","245A",15,5.5,"FOLIAR_1","SIAL2","245A",5.5
"JA","245A",15,5.5,"FOLIAR_2","BRTE","245A",5.5
"JA","245A",15,5.5,"FOLIAR_3","L","245A",5.5
"JA","245A",15,5.5,"SOIL_SURF","S","245A",5.5
"JA","245A",15,6,"FOLIAR_1","BRTE","245A",6
"JA","245A",15,6,"FOLIAR_2","L","245A",6
"JA","245A",15,6,"SOIL_SURF","S","245A",6
"JA","245A",15,6.5,"FOLIAR_1","BRTE","245A",6.5
"JA","245A",15,6.5,"FOLIAR_2","L","245A",6.5
"JA","245A",15,6.5,"SOIL_SURF","S","245A",6.5
"JA","245A",15,7,"FOLIAR_1","BRTE","245A",7
"JA","245A",15,7,"FOLIAR_2","POSE","245A",7
"JA","245A",15,7,"SOIL_SURF","POSE","245A",7
"JA","245A",15,7.5,"FOLIAR_1","SIAL2","245A",7.5
"JA","245A",15,7.5,"FOLIAR_2","BRTE","245A",7.5
"JA","245A",15,7.5,"SOIL_SURF","S","245A",7.5
"JA","245A",15,8,"FOLIAR_1","SIAL2","245A",8
"JA","245A",15,8,"FOLIAR_2","BRTE","245A",8
"JA","245A",15,8,"FOLIAR_3","L","245A",8
"JA","245A",15,8,"SOIL_SURF","S","245A",8
"JA","245A",15,8.5,"FOLIAR_1","BRTE","245A",8.5
"JA","245A",15,8.5,"FOLIAR_2","L","245A",8.5
"JA","245A",15,8.5,"SOIL_SURF","S","245A",8.5
"JA","245A",15,9,"FOLIAR_1","BRTE","245A",9
"JA","245A",15,9,"FOLIAR_2","L","245A",9
"JA","245A",15,9,"SOIL_SURF","S","245A",9
"JA","245A",15,9.5,"FOLIAR_1","BRTE","245A",9.5
"JA","245A",15,9.5,"FOLIAR_2","L","245A",9.5
"JA","245A",15,9.5,"SOIL_SURF","S","245A",9.5
"JA","245A",15,10,"FOLIAR_1","BRTE","245A",10
"JA","245A",15,10,"FOLIAR_2","L","245A",10
"JA","245A",15,10,"SOIL_SURF","S","245A",10
"JA","245A",15,10.5,"FOLIAR_1","N","245A",10.5
"JA","245A",15,10.5,"SOIL_SURF","S","245A",10.5
"JA","245A",15,11,"FOLIAR_1","POSE","245A",11
"JA","245A",15,11,"FOLIAR_2","PHLO2","245A",11
"JA","245A",15,11,"FOLIAR_3","L","245A",11
"JA","245A",15,11,"SOIL_SURF","S","245A",11
"JA","245A",15,11.5,"FOLIAR_1","POSE","245A",11.5
"JA","245A",15,11.5,"FOLIAR_2","KOPR80","245A",11.5
"JA","245A",15,11.5,"FOLIAR_3","L","245A",11.5
"JA","245A",15,11.5,"SOIL_SURF","S","245A",11.5
"JA","245A",15,12,"FOLIAR_1","POSE","245A",12
"JA","245A",15,12,"FOLIAR_2","PHLO2","245A",12
"JA","245A",15,12,"SOIL_SURF","S","245A",12
"JA","245A",15,12.5,"FOLIAR_1","SIAL2","245A",12.5
"JA","245A",15,12.5,"FOLIAR_2","POSE","245A",12.5
"JA","245A",15,12.5,"FOLIAR_3","BRTE","245A",12.5
"JA","245A",15,12.5,"SOIL_SURF","S","245A",12.5
"JA","245A",15,13,"FOLIAR_1","POSE","245A",13
"JA","245A",15,13,"FOLIAR_2","KOPR80","245A",13
"JA","245A",15,13,"SOIL_SURF","S","245A",13
"JA","245A",15,13.5,"FOLIAR_1","POSE","245A",13.5
"JA","245A",15,13.5,"SOIL_SURF","S","245A",13.5
"JA","245A",15,14,"FOLIAR_1","POSE","245A",14
"JA","245A",15,14,"FOLIAR_2","L","245A",14
"JA","245A",15,14,"SOIL_SURF","S","245A",14
"JA","245A",15,14.5,"FOLIAR_1","N","245A",14.5
"JA","245A",15,14.5,"SOIL_SURF","S","245A",14.5
"JA","245A",15,15,"FOLIAR_1","BRTE","245A",15
"JA","245A",15,15,"FOLIAR_2","POSE","245A",15
"JA","245A",15,15,"SOIL_SURF","S","245A",15
"JA","245A",15,15.5,"FOLIAR_1","ELEL5","245A",15.5
"JA","245A",15,15.5,"FOLIAR_2","L","245A",15.5
"JA","245A",15,15.5,"SOIL_SURF","S","245A",15.5
"JA","245A",15,16,"FOLIAR_1","POSE","245A",16
"JA","245A",15,16,"SOIL_SURF","POSE","245A",16
"JA","245A",15,16.5,"FOLIAR_1","POSE","245A",16.5
"JA","245A",15,16.5,"FOLIAR_2","BRTE","245A",16.5
"JA","245A",15,16.5,"SOIL_SURF","S","245A",16.5
"JA","245A",15,17,"FOLIAR_1","POSE","245A",17
"JA","245A",15,17,"SOIL_SURF","S","245A",17
"JA","245A",15,17.5,"FOLIAR_1","POSE","245A",17.5
"JA","245A",15,17.5,"SOIL_SURF","S","245A",17.5
"JA","245A",15,18,"FOLIAR_1","AGROP","245A",18
"JA","245A",15,18,"FOLIAR_2","CHJU","245A",18
"JA","245A",15,18,"SOIL_SURF","AGROP","245A",18
"JA","245A",15,18.5,"FOLIAR_1","POSE","245A",18.5
"JA","245A",15,18.5,"SOIL_SURF","S","245A",18.5
"JA","245A",15,19,"FOLIAR_1","POSE","245A",19
"JA","245A",15,19,"SOIL_SURF","S","245A",19
"JA","245A",15,19.5,"FOLIAR_1","BRTE","245A",19.5
"JA","245A",15,19.5,"FOLIAR_2","POSE","245A",19.5
"JA","245A",15,19.5,"SOIL_SURF","POSE","245A",19.5
"JA","245A",15,20,"FOLIAR_1","BRTE","245A",20
"JA","245A",15,20,"FOLIAR_2","L","245A",20
"JA","245A",15,20,"SOIL_SURF","S","245A",20
"JA","245A",15,20.5,"FOLIAR_1","BRTE","245A",20.5
"JA","245A",15,20.5,"FOLIAR_2","L","245A",20.5
"JA","245A",15,20.5,"SOIL_SURF","S","245A",20.5
"JA","245A",15,21,"FOLIAR_1","POSE","245A",21
"JA","245A",15,21,"FOLIAR_2","KOPR80","245A",21
"JA","245A",15,21,"FOLIAR_3","L","245A",21
"JA","245A",15,21,"SOIL_SURF","S","245A",21
"JA","245A",15,21.5,"FOLIAR_1","POSE","245A",21.5
"JA","245A",15,21.5,"FOLIAR_2","KOPR80","245A",21.5
"JA","245A",15,21.5,"SOIL_SURF","S","245A",21.5
"JA","245A",15,22,"FOLIAR_1","POSE","245A",22
"JA","245A",15,22,"FOLIAR_2","KOPR80","245A",22
"JA","245A",15,22,"FOLIAR_3","L","245A",22
"JA","245A",15,22,"SOIL_SURF","S","245A",22
"JA","245A",15,22.5,"FOLIAR_1","BRTE","245A",22.5
"JA","245A",15,22.5,"FOLIAR_2","POSE","245A",22.5
"JA","245A",15,22.5,"SOIL_SURF","S","245A",22.5
"JA","245A",15,23,"FOLIAR_1","LEPE2","245A",23
"JA","245A",15,23,"FOLIAR_2","CETE5","245A",23
"JA","245A",15,23,"FOLIAR_3","L","245A",23
"JA","245A",15,23,"SOIL_SURF","S","245A",23
"JA","245A",15,23.5,"FOLIAR_1","POSE","245A",23.5
"JA","245A",15,23.5,"SOIL_SURF","S","245A",23.5
"JA","245A",15,24,"FOLIAR_1","POSE","245A",24
"JA","245A",15,24,"FOLIAR_2","BRTE","245A",24
"JA","245A",15,24,"SOIL_SURF","S","245A",24
"JA","245A",15,24.5,"FOLIAR_1","BRTE","245A",24.5
"JA","245A",15,24.5,"FOLIAR_2","L","245A",24.5
"JA","245A",15,24.5,"SOIL_SURF","S","245A",24.5
"JA","245A",15,25,"FOLIAR_1","POSE","245A",25
"JA","245A",15,25,"FOLIAR_2","L","245A",25
"JA","245A",15,25,"SOIL_SURF","S","245A",25
"JA","245A",15,25.5,"FOLIAR_1","KOPR80","245A",25.5
"JA","245A",15,25.5,"FOLIAR_2","POSE","245A",25.5
"JA","245A",15,25.5,"SOIL_SURF","S","245A",25.5
"JA","245A",15,26,"FOLIAR_1","KOPR80","245A",26
"JA","245A",15,26,"FOLIAR_2","POSE","245A",26
"JA","245A",15,26,"FOLIAR_3","L","245A",26
"JA","245A",15,26,"SOIL_SURF","S","245A",26
"JA","245A",15,26.5,"FOLIAR_1","BRTE","245A",26.5
"JA","245A",15,26.5,"FOLIAR_2","L","245A",26.5
"JA","245A",15,26.5,"SOIL_SURF","S","245A",26.5
"JA","245A",15,27,"FOLIAR_1","BRTE","245A",27
"JA","245A",15,27,"FOLIAR_2","L","245A",27
"JA","245A",15,27,"SOIL_SURF","S","245A",27
"JA","245A",15,27.5,"FOLIAR_1","POSE","245A",27.5
"JA","245A",15,27.5,"SOIL_SURF","S","245A",27.5
"JA","245A",15,28,"FOLIAR_1","POSE","245A",28
"JA","245A",15,28,"FOLIAR_2","BRTE","245A",28
"JA","245A",15,28,"FOLIAR_3","L","245A",28
"JA","245A",15,28,"SOIL_SURF","S","245A",28
"JA","245A",15,28.5,"FOLIAR_1","POSE","245A",28.5
"JA","245A",15,28.5,"FOLIAR_2","L","245A",28.5
"JA","245A",15,28.5,"SOIL_SURF","S","245A",28.5
"JA","245A",15,29,"FOLIAR_1","POSE","245A",29
"JA","245A",15,29,"FOLIAR_2","BRTE","245A",29
"JA","245A",15,29,"SOIL_SURF","S","245A",29
"JA","245A",15,29.5,"FOLIAR_1","ELEL5","245A",29.5
"JA","245A",15,29.5,"FOLIAR_2","POSE","245A",29.5
"JA","245A",15,29.5,"FOLIAR_3","L","245A",29.5
"JA","245A",15,29.5,"SOIL_SURF","S","245A",29.5
"JA","245A",28,0,"FOLIAR_1","KOPR80","245A",0
"JA","245A",28,0,"FOLIAR_2","POSE","245A",0
"JA","245A",28,0,"FOLIAR_3","L","245A",0
"JA","245A",28,0,"SOIL_SURF","S","245A",0
"JA","245A",28,0.5,"FOLIAR_1","POSE","245A",0.5
"JA","245A",28,0.5,"FOLIAR_2","TRDU","245A",0.5
"JA","245A",28,0.5,"SOIL_SURF","S","245A",0.5
"JA","245A",28,1,"FOLIAR_1","BRTE","245A",1
"JA","245A",28,1,"SOIL_SURF","R","245A",1
"JA","245A",28,1.5,"FOLIAR_1","POSE","245A",1.5
"JA","245A",28,1.5,"SOIL_SURF","S","245A",1.5
"JA","245A",28,2,"FOLIAR_1","POSE","245A",2
"JA","245A",28,2,"SOIL_SURF","R","245A",2
"JA","245A",28,2.5,"FOLIAR_1","POSE","245A",2.5
"JA","245A",28,2.5,"FOLIAR_2","BRTE","245A",2.5
"JA","245A",28,2.5,"FOLIAR_3","PHLO2","245A",2.5
"JA","245A",28,2.5,"FOLIAR_4","L","245A",2.5
"JA","245A",28,2.5,"SOIL_SURF","S","245A",2.5
"JA","245A",28,3,"FOLIAR_1","BRTE","245A",3
"JA","245A",28,3,"FOLIAR_2","L","245A",3
"JA","245A",28,3,"SOIL_SURF","S","245A",3
"JA","245A",28,3.5,"FOLIAR_1","BRTE","245A",3.5
"JA","245A",28,3.5,"FOLIAR_2","L","245A",3.5
"JA","245A",28,3.5,"SOIL_SURF","S","245A",3.5
"JA","245A",28,4,"FOLIAR_1","BRTE","245A",4
"JA","245A",28,4,"FOLIAR_2","POSE","245A",4
"JA","245A",28,4,"FOLIAR_3","L","245A",4
"JA","245A",28,4,"SOIL_SURF","S","245A",4
"JA","245A",28,4.5,"FOLIAR_1","POSE","245A",4.5
"JA","245A",28,4.5,"FOLIAR_2","BRTE","245A",4.5
"JA","245A",28,4.5,"SOIL_SURF","S","245A",4.5
"JA","245A",28,5,"FOLIAR_1","POSE","245A",5
"JA","245A",28,5,"FOLIAR_2","KOPR80","245A",5
"JA","245A",28,5,"FOLIAR_3","L","245A",5
"JA","245A",28,5,"SOIL_SURF","S","245A",5
"JA","245A",28,5.5,"FOLIAR_1","ACTH7","245A",5.5
"JA","245A",28,5.5,"SOIL_SURF","ACTH7","245A",5.5
"JA","245A",28,6,"FOLIAR_1","POSE","245A",6
"JA","245A",28,6,"SOIL_SURF","S","245A",6
"JA","245A",28,6.5,"FOLIAR_1","POSE","245A",6.5
"JA","245A",28,6.5,"FOLIAR_2","L","245A",6.5
"JA","245A",28,6.5,"SOIL_SURF","S","245A",6.5
"JA","245A",28,7,"FOLIAR_1","BRTE","245A",7
"JA","245A",28,7,"FOLIAR_2","POSE","245A",7
"JA","245A",28,7,"SOIL_SURF","S","245A",7
"JA","245A",28,7.5,"FOLIAR_1","KOPR80","245A",7.5
"JA","245A",28,7.5,"SOIL_SURF","KOPR80","245A",7.5
"JA","245A",28,8,"FOLIAR_1","KOPR80","245A",8
"JA","245A",28,8,"FOLIAR_2","L","245A",8
"JA","245A",28,8,"SOIL_SURF","S","245A",8
"JA","245A",28,8.5,"FOLIAR_1","POSE","245A",8.5
"JA","245A",28,8.5,"FOLIAR_2","L","245A",8.5
"JA","245A",28,8.5,"SOIL_SURF","S","245A",8.5
"JA","245A",28,9,"FOLIAR_1","KOPR80","245A",9
"JA","245A",28,9,"FOLIAR_2","POSE","245A",9
"JA","245A",28,9,"FOLIAR_3","L","245A",9
"JA","245A",28,9,"SOIL_SURF","S","245A",9
"JA","245A",28,9.5,"FOLIAR_1","POSE","245A",9.5
"JA","245A",28,9.5,"FOLIAR_2","BRTE","245A",9.5
"JA","245A",28,9.5,"FOLIAR_3","L","245A",9.5
"JA","245A",28,9.5,"SOIL_SURF","S","245A",9.5
"JA","245A",28,10,"FOLIAR_1","KOPR80","245A",10
"JA","245A",28,10,"FOLIAR_2","L","245A",10
"JA","245A",28,10,"SOIL_SURF","S","245A",10
"JA","245A",28,10.5,"FOLIAR_1","POSE","245A",10.5
"JA","245A",28,10.5,"FOLIAR_2","KOPR80","245A",10.5
"JA","245A",28,10.5,"FOLIAR_3","L","245A",10.5
"JA","245A",28,10.5,"SOIL_SURF","S","245A",10.5
"JA","245A",28,11,"FOLIAR_1","POSE","245A",11
"JA","245A",28,11,"FOLIAR_2","SIAL2","245A",11
"JA","245A",28,11,"FOLIAR_3","KOPR80","245A",11
"JA","245A",28,11,"FOLIAR_4","L","245A",11
"JA","245A",28,11,"SOIL_SURF","S","245A",11
"JA","245A",28,11.5,"FOLIAR_1","POSE","245A",11.5
"JA","245A",28,11.5,"FOLIAR_2","KOPR80","245A",11.5
"JA","245A",28,11.5,"FOLIAR_3","L","245A",11.5
"JA","245A",28,11.5,"SOIL_SURF","S","245A",11.5
"JA","245A",28,12,"FOLIAR_1","POSE","245A",12
"JA","245A",28,12,"SOIL_SURF","S","245A",12
"JA","245A",28,12.5,"FOLIAR_1","POSE","245A",12.5
"JA","245A",28,12.5,"FOLIAR_2","BRTE","245A",12.5
"JA","245A",28,12.5,"FOLIAR_3","L","245A",12.5
"JA","245A",28,12.5,"SOIL_SURF","S","245A",12.5
"JA","245A",28,13,"FOLIAR_1","POSE","245A",13
"JA","245A",28,13,"FOLIAR_2","BRTE","245A",13
"JA","245A",28,13,"FOLIAR_3","L","245A",13
"JA","245A",28,13,"SOIL_SURF","S","245A",13
"JA","245A",28,13.5,"FOLIAR_1","POSE","245A",13.5
"JA","245A",28,13.5,"FOLIAR_2","BRTE","245A",13.5
"JA","245A",28,13.5,"FOLIAR_3","L","245A",13.5
"JA","245A",28,13.5,"SOIL_SURF","S","245A",13.5
"JA","245A",28,14,"FOLIAR_1","POSE","245A",14
"JA","245A",28,14,"FOLIAR_2","KOPR80","245A",14
"JA","245A",28,14,"SOIL_SURF","S","245A",14
"JA","245A",28,14.5,"FOLIAR_1","POSE","245A",14.5
"JA","245A",28,14.5,"SOIL_SURF","S","245A",14.5
"JA","245A",28,15,"FOLIAR_1","POSE","245A",15
"JA","245A",28,15,"FOLIAR_2","BRTE","245A",15
"JA","245A",28,15,"FOLIAR_3","L","245A",15
"JA","245A",28,15,"SOIL_SURF","S","245A",15
"JA","245A",28,15.5,"FOLIAR_1","BRTE","245A",15.5
"JA","245A",28,15.5,"FOLIAR_2","KOPR80","245A",15.5
"JA","245A",28,15.5,"SOIL_SURF","S","245A",15.5
"JA","245A",28,16,"FOLIAR_1","N","245A",16
"JA","245A",28,16,"SOIL_SURF","S","245A",16
"JA","245A",28,16.5,"FOLIAR_1","POSE","245A",16.5
"JA","245A",28,16.5,"FOLIAR_2","TRDU","245A",16.5
"JA","245A",28,16.5,"FOLIAR_3","L","245A",16.5
"JA","245A",28,16.5,"SOIL_SURF","S","245A",16.5
"JA","245A",28,17,"FOLIAR_1","POSE","245A",17
"JA","245A",28,17,"FOLIAR_2","BRTE","245A",17
"JA","245A",28,17,"FOLIAR_3","KOPR80","245A",17
"JA","245A",28,17,"FOLIAR_4","L","245A",17
"JA","245A",28,17,"SOIL_SURF","S","245A",17
"JA","245A",28,17.5,"FOLIAR_1","POSE","245A",17.5
"JA","245A",28,17.5,"FOLIAR_2","KOPR80","245A",17.5
"JA","245A",28,17.5,"FOLIAR_3","L","245A",17.5
"JA","245A",28,17.5,"SOIL_SURF","S","245A",17.5
"JA","245A",28,18,"FOLIAR_1","POSE","245A",18
"JA","245A",28,18,"FOLIAR_2","KOPR80","245A",18
"JA","245A",28,18,"SOIL_SURF","S","245A",18
"JA","245A",28,18.5,"FOLIAR_1","POSE","245A",18.5
"JA","245A",28,18.5,"FOLIAR_2","KOPR80","245A",18.5
"JA","245A",28,18.5,"SOIL_SURF","S","245A",18.5
"JA","245A",28,19,"FOLIAR_1","POSE","245A",19
"JA","245A",28,19,"FOLIAR_2","L","245A",19
"JA","245A",28,19,"SOIL_SURF","S","245A",19
"JA","245A",28,19.5,"FOLIAR_1","POSE","245A",19.5
"JA","245A",28,19.5,"FOLIAR_2","L","245A",19.5
"JA","245A",28,19.5,"SOIL_SURF","S","245A",19.5
"JA","245A",28,20,"FOLIAR_1","POSE","245A",20
"JA","245A",28,20,"FOLIAR_2","KOPR80","245A",20
"JA","245A",28,20,"FOLIAR_3","L","245A",20
"JA","245A",28,20,"SOIL_SURF","S","245A",20
"JA","245A",28,20.5,"FOLIAR_1","POSE","245A",20.5
"JA","245A",28,20.5,"FOLIAR_2","KOPR80","245A",20.5
"JA","245A",28,20.5,"SOIL_SURF","S","245A",20.5
"JA","245A",28,21,"FOLIAR_1","POSE","245A",21
"JA","245A",28,21,"FOLIAR_2","KOPR80","245A",21
"JA","245A",28,21,"SOIL_SURF","S","245A",21
"JA","245A",28,21.5,"FOLIAR_1","POSE","245A",21.5
"JA","245A",28,21.5,"SOIL_SURF","S","245A",21.5
"JA","245A",28,22,"FOLIAR_1","POSE","245A",22
"JA","245A",28,22,"FOLIAR_2","L","245A",22
"JA","245A",28,22,"SOIL_SURF","S","245A",22
"JA","245A",28,22.5,"FOLIAR_1","POSE","245A",22.5
"JA","245A",28,22.5,"SOIL_SURF","S","245A",22.5
"JA","245A",28,23,"FOLIAR_1","POSE","245A",23
"JA","245A",28,23,"FOLIAR_2","KOPR80","245A",23
"JA","245A",28,23,"FOLIAR_3","L","245A",23
"JA","245A",28,23,"SOIL_SURF","S","245A",23
"JA","245A",28,23.5,"FOLIAR_1","POSE","245A",23.5
"JA","245A",28,23.5,"FOLIAR_2","PHLO2","245A",23.5
"JA","245A",28,23.5,"FOLIAR_3","L","245A",23.5
"JA","245A",28,23.5,"SOIL_SURF","S","245A",23.5
"JA","245A",28,24,"FOLIAR_1","POSE","245A",24
"JA","245A",28,24,"FOLIAR_2","KOPR80","245A",24
"JA","245A",28,24,"FOLIAR_3","L","245A",24
"JA","245A",28,24,"SOIL_SURF","S","245A",24
"JA","245A",28,24.5,"FOLIAR_1","POSE","245A",24.5
"JA","245A",28,24.5,"FOLIAR_2","BRTE","245A",24.5
"JA","245A",28,24.5,"FOLIAR_3","L","245A",24.5
"JA","245A",28,24.5,"SOIL_SURF","S","245A",24.5
"JA","245A",28,25,"FOLIAR_1","BRTE","245A",25
"JA","245A",28,25,"FOLIAR_2","POSE","245A",25
"JA","245A",28,25,"SOIL_SURF","S","245A",25
"JA","245A",28,25.5,"FOLIAR_1","POSE","245A",25.5
"JA","245A",28,25.5,"SOIL_SURF","S","245A",25.5
"JA","245A",28,26,"FOLIAR_1","POSE","245A",26
"JA","245A",28,26,"SOIL_SURF","POSE","245A",26
"JA","245A",28,26.5,"FOLIAR_1","POSE","245A",26.5
"JA","245A",28,26.5,"FOLIAR_2","L","245A",26.5
"JA","245A",28,26.5,"SOIL_SURF","S","245A",26.5
"JA","245A",28,27,"FOLIAR_1","POSE","245A",27
"JA","245A",28,27,"FOLIAR_2","BRTE","245A",27
"JA","245A",28,27,"FOLIAR_3","L","245A",27
"JA","245A",28,27,"SOIL_SURF","S","245A",27
"JA","245A",28,27.5,"FOLIAR_1","POSE","245A",27.5
"JA","245A",28,27.5,"FOLIAR_2","L","245A",27.5
"JA","245A",28,27.5,"SOIL_SURF","S","245A",27.5
"JA","245A",28,28,"FOLIAR_1","POSE","245A",28
"JA","245A",28,28,"FOLIAR_2","BRTE","245A",28
"JA","245A",28,28,"FOLIAR_3","KOPR80","245A",28
"JA","245A",28,28,"FOLIAR_4","L","245A",28
"JA","245A",28,28,"SOIL_SURF","S","245A",28
"JA","245A",28,28.5,"FOLIAR_1","POSE","245A",28.5
"JA","245A",28,28.5,"FOLIAR_2","L","245A",28.5
"JA","245A",28,28.5,"SOIL_SURF","S","245A",28.5
"JA","245A",28,29,"FOLIAR_1","POSE","245A",29
"JA","245A",28,29,"FOLIAR_2","KOPR80","245A",29
"JA","245A",28,29,"FOLIAR_3","L","245A",29
"JA","245A",28,29,"SOIL_SURF","S","245A",29
"JA","245A",28,29.5,"FOLIAR_1","POSE","245A",29.5
"JA","245A",28,29.5,"FOLIAR_2","BRTE","245A",29.5
"JA","245A",28,29.5,"FOLIAR_3","TRDU","245A",29.5
"JA","245A",28,29.5,"FOLIAR_4","L","245A",29.5
"JA","245A",28,29.5,"SOIL_SURF","S","245A",29.5
"JA","245G",2,0,"FOLIAR_1","BRTE","245G",0
"JA","245G",2,0,"FOLIAR_2","VUBR","245G",0
"JA","245G",2,0,"FOLIAR_3","L","245G",0
"JA","245G",2,0,"SOIL_SURF","S","245G",0
"JA","245G",2,0.5,"FOLIAR_1","BRTE","245G",0.5
"JA","245G",2,0.5,"FOLIAR_2","KOPR80","245G",0.5
"JA","245G",2,0.5,"FOLIAR_3","L","245G",0.5
"JA","245G",2,0.5,"SOIL_SURF","S","245G",0.5
"JA","245G",2,1,"FOLIAR_1","BRTE","245G",1
"JA","245G",2,1,"FOLIAR_2","L","245G",1
"JA","245G",2,1,"SOIL_SURF","S","245G",1
"JA","245G",2,1.5,"FOLIAR_1","BRTE","245G",1.5
"JA","245G",2,1.5,"FOLIAR_2","SIAL2","245G",1.5
"JA","245G",2,1.5,"FOLIAR_3","L","245G",1.5
"JA","245G",2,1.5,"SOIL_SURF","S","245G",1.5
"JA","245G",2,2,"FOLIAR_1","BRTE","245G",2
"JA","245G",2,2,"FOLIAR_2","L","245G",2
"JA","245G",2,2,"SOIL_SURF","S","245G",2
"JA","245G",2,2.5,"FOLIAR_1","BRTE","245G",2.5
"JA","245G",2,2.5,"SOIL_SURF","S","245G",2.5
"JA","245G",2,3,"FOLIAR_1","BRTE","245G",3
"JA","245G",2,3,"SOIL_SURF","S","245G",3
"JA","245G",2,3.5,"FOLIAR_1","BRTE","245G",3.5
"JA","245G",2,3.5,"FOLIAR_2","L","245G",3.5
"JA","245G",2,3.5,"SOIL_SURF","S","245G",3.5
"JA","245G",2,4,"FOLIAR_1","BRTE","245G",4
"JA","245G",2,4,"FOLIAR_2","AGROP","245G",4
"JA","245G",2,4,"FOLIAR_3","KOPR80","245G",4
"JA","245G",2,4,"FOLIAR_4","L","245G",4
"JA","245G",2,4,"SOIL_SURF","S","245G",4
"JA","245G",2,4.5,"FOLIAR_1","BRTE","245G",4.5
"JA","245G",2,4.5,"FOLIAR_2","L","245G",4.5
"JA","245G",2,4.5,"SOIL_SURF","S","245G",4.5
"JA","245G",2,5,"FOLIAR_1","AGROP","245G",5
"JA","245G",2,5,"FOLIAR_2","BRTE","245G",5
"JA","245G",2,5,"FOLIAR_3","L","245G",5
"JA","245G",2,5,"SOIL_SURF","S","245G",5
"JA","245G",2,5.5,"FOLIAR_1","BRTE","245G",5.5
"JA","245G",2,5.5,"FOLIAR_2","KOPR80","245G",5.5
"JA","245G",2,5.5,"FOLIAR_3","L","245G",5.5
"JA","245G",2,5.5,"SOIL_SURF","S","245G",5.5
"JA","245G",2,6,"FOLIAR_1","KOPR80","245G",6
"JA","245G",2,6,"FOLIAR_2","L","245G",6
"JA","245G",2,6,"SOIL_SURF","S","245G",6
"JA","245G",2,6.5,"FOLIAR_1","BRTE","245G",6.5
"JA","245G",2,6.5,"FOLIAR_2","SIAL2","245G",6.5
