LineKey,PrimaryKey,TRANSECT,GapStart,GapEnd,Gap,LineLengthAmount,GapMin,Measure,RecType
235G,235G,15,1660,1670,10,90,10,1,C
235G,235G,15,1675,1691,16,90,10,1,C
235G,235G,15,1697,1712,15,90,10,1,C
235G,235G,15,1717,1749,32,90,10,1,C
235G,235G,15,1762,1783,21,90,10,1,C
235G,235G,15,1832,1868,36,90,10,1,C
235G,235G,15,1960,2011,51,90,10,1,C
235G,235G,15,2033,2049,16,90,10,1,C
235G,235G,15,2054,2075,21,90,10,1,C
235G,235G,15,2117,2143,26,90,10,1,C
235G,235G,15,2154,2166,12,90,10,1,C
235G,235G,15,2212,2255,43,90,10,1,C
235G,235G,15,2293,2321,28,90,10,1,C
235G,235G,15,2330,2357,27,90,10,1,C
235G,235G,15,2401,2416,15,90,10,1,C
235G,235G,15,2422,2435,13,90,10,1,C
235G,235G,15,2448,2486,38,90,10,1,C
235G,235G,15,2742,2762,20,90,10,1,C
235G,235G,15,2770,2799,29,90,10,1,C
235G,235G,15,2810,2825,15,90,10,1,C
235G,235G,15,2871,2893,22,90,10,1,C
235G,235G,15,2908,2927,19,90,10,1,C
235G,235G,15,2956,2990,34,90,10,1,C
235G,235G,28,0,18,18,90,10,1,C
235G,235G,28,87,103,16,90,10,1,C
235G,235G,28,122,154,32,90,10,1,C
235G,235G,28,307,320,13,90,10,1,C
235G,235G,28,364,388,24,90,10,1,C
235G,235G,28,404,417,13,90,10,1,C
235G,235G,28,435,462,27,90,10,1,C
235G,235G,28,489,553,64,90,10,1,C
235G,235G,28,804,824,20,90,10,1,C
235G,235G,28,830,843,13,90,10,1,C
235G,235G,28,865,923,58,90,10,1,C
235G,235G,28,937,955,18,90,10,1,C
235G,235G,28,1053,1087,34,90,10,1,C
235G,235G,28,1095,1125,30,90,10,1,C
235G,235G,28,1251,1265,14,90,10,1,C
235G,235G,28,1275,1292,17,90,10,1,C
235G,235G,28,1313,1326,13,90,10,1,C
235G,235G,28,1359,1373,14,90,10,1,C
235G,235G,28,1400,1444,44,90,10,1,C
235G,235G,28,1488,1501,13,90,10,1,C
235G,235G,28,1551,1567,16,90,10,1,C
235G,235G,28,1645,1666,21,90,10,1,C
235G,235G,28,1683,1702,19,90,10,1,C
235G,235G,28,1709,1720,11,90,10,1,C
235G,235G,28,1743,1758,15,90,10,1,C
235G,235G,28,1782,1799,17,90,10,1,C
235G,235G,28,1833,1847,14,90,10,1,C
235G,235G,28,1866,1882,16,90,10,1,C
235G,235G,28,1970,1986,16,90,10,1,C
235G,235G,28,2098,2125,27,90,10,1,C
235G,235G,28,2160,2182,22,90,10,1,C
235G,235G,28,2215,2244,29,90,10,1,C
235G,235G,28,2312,2343,31,90,10,1,C
235G,235G,28,2415,2433,18,90,10,1,C
235G,235G,28,2442,2463,21,90,10,1,C
235G,235G,28,2469,2494,25,90,10,1,C
235G,235G,28,2500,2510,10,90,10,1,C
235G,235G,28,2533,2570,37,90,10,1,C
235G,235G,28,2591,2607,16,90,10,1,C
235G,235G,28,2625,2646,21,90,10,1,C
235G,235G,28,2653,2668,15,90,10,1,C
235G,235G,28,2705,2720,15,90,10,1,C
235G,235G,28,2752,2770,18,90,10,1,C
235G,235G,28,2823,2855,32,90,10,1,C
235G,235G,28,2869,2902,33,90,10,1,C
235G,235G,28,2920,2933,13,90,10,1,C
235G,235G,28,2946,2981,35,90,10,1,C
235G,235G,28,2990,3000,10,90,10,1,C
236A,236A,2,432,447,15,90,10,1,C
236A,236A,2,540,563,23,90,10,1,C
236A,236A,2,730,754,24,90,10,1,C
236A,236A,2,953,970,17,90,10,1,C
236A,236A,2,993,1014,21,90,10,1,C
236A,236A,2,1100,1119,19,90,10,1,C
236A,236A,2,1145,1161,16,90,10,1,C
236A,236A,2,1233,1250,17,90,10,1,C
236A,236A,2,1719,1736,17,90,10,1,C
236A,236A,2,1778,1791,13,90,10,1,C
236A,236A,2,1980,1990,10,90,10,1,C
236A,236A,2,2078,2104,26,90,10,1,C
236A,236A,2,2294,2320,26,90,10,1,C
236A,236A,2,2402,2422,20,90,10,1,C
236A,236A,2,2512,2535,23,90,10,1,C
236A,236A,2,2909,2921,12,90,10,1,C
236A,236A,2,2959,2985,26,90,10,1,C
236A,236A,15,49,62,13,90,10,1,C
236A,236A,15,229,241,12,90,10,1,C
236A,236A,15,256,271,15,90,10,1,C
236A,236A,15,329,340,11,90,10,1,C
236A,236A,15,451,464,13,90,10,1,C
236A,236A,15,607,623,16,90,10,1,C
236A,236A,15,693,704,11,90,10,1,C
236A,236A,15,935,946,11,90,10,1,C
236A,236A,15,971,982,11,90,10,1,C
236A,236A,15,999,1011,12,90,10,1,C
236A,236A,15,1135,1161,26,90,10,1,C
236A,236A,15,1172,1182,10,90,10,1,C
236A,236A,15,1226,1248,22,90,10,1,C
236A,236A,15,1278,1305,27,90,10,1,C
236A,236A,15,1392,1410,18,90,10,1,C
236A,236A,15,1462,1476,14,90,10,1,C
236A,236A,15,1638,1654,16,90,10,1,C
236A,236A,15,1729,1741,12,90,10,1,C
236A,236A,15,1962,1977,15,90,10,1,C
236A,236A,15,2052,2077,25,90,10,1,C
236A,236A,15,2338,2351,13,90,10,1,C
236A,236A,15,2401,2414,13,90,10,1,C
236A,236A,15,2473,2489,16,90,10,1,C
236A,236A,15,2629,2642,13,90,10,1,C
236A,236A,15,2800,2810,10,90,10,1,C
236A,236A,15,2935,2949,14,90,10,1,C
236A,236A,15,2988,3000,12,90,10,1,C
236A,236A,28,13,25,12,90,10,1,C
236A,236A,28,108,119,11,90,10,1,C
236A,236A,28,178,189,11,90,10,1,C
236A,236A,28,195,211,16,90,10,1,C
236A,236A,28,239,249,10,90,10,1,C
236A,236A,28,273,287,14,90,10,1,C
236A,236A,28,350,366,16,90,10,1,C
236A,236A,28,509,523,14,90,10,1,C
236A,236A,28,590,603,13,90,10,1,C
236A,236A,28,652,668,16,90,10,1,C
236A,236A,28,688,703,15,90,10,1,C
236A,236A,28,749,767,18,90,10,1,C
236A,236A,28,772,784,12,90,10,1,C
236A,236A,28,831,858,27,90,10,1,C
236A,236A,28,880,897,17,90,10,1,C
236A,236A,28,995,1026,31,90,10,1,C
236A,236A,28,1060,1073,13,90,10,1,C
236A,236A,28,1093,1109,16,90,10,1,C
236A,236A,28,1544,1559,15,90,10,1,C
236A,236A,28,1611,1623,12,90,10,1,C
236A,236A,28,1668,1686,18,90,10,1,C
236A,236A,28,1713,1730,17,90,10,1,C
236A,236A,28,1801,1846,45,90,10,1,C
236A,236A,28,1976,1995,19,90,10,1,C
236A,236A,28,2306,2317,11,90,10,1,C
236A,236A,28,2452,2462,10,90,10,1,C
236A,236A,28,2815,2855,40,90,10,1,C
236G,236G,2,0,19,19,90,10,1,C
236G,236G,2,59,73,14,90,10,1,C
236G,236G,2,83,127,44,90,10,1,C
236G,236G,2,132,160,28,90,10,1,C
236G,236G,2,162,175,13,90,10,1,C
236G,236G,2,220,231,11,90,10,1,C
236G,236G,2,270,308,38,90,10,1,C
236G,236G,2,319,340,21,90,10,1,C
236G,236G,2,358,382,24,90,10,1,C
236G,236G,2,386,427,41,90,10,1,C
236G,236G,2,432,460,28,90,10,1,C
236G,236G,2,476,510,34,90,10,1,C
236G,236G,2,529,561,32,90,10,1,C
236G,236G,2,589,621,32,90,10,1,C
236G,236G,2,631,749,118,90,10,1,C
236G,236G,2,882,910,28,90,10,1,C
236G,236G,2,1034,1057,23,90,10,1,C
236G,236G,2,1076,1097,21,90,10,1,C
236G,236G,2,1132,1150,18,90,10,1,C
236G,236G,2,1156,1178,22,90,10,1,C
236G,236G,2,1243,1306,63,90,10,1,C
236G,236G,2,1324,1350,26,90,10,1,C
236G,236G,2,1782,1823,41,90,10,1,C
236G,236G,2,1929,2020,91,90,10,1,C
236G,236G,2,2086,2111,25,90,10,1,C
236G,236G,2,2128,2139,11,90,10,1,C
236G,236G,2,2172,2196,24,90,10,1,C
236G,236G,2,2234,2267,33,90,10,1,C
236G,236G,2,2321,2337,16,90,10,1,C
236G,236G,2,2375,2406,31,90,10,1,C
236G,236G,2,2411,2422,11,90,10,1,C
236G,236G,2,2449,2496,47,90,10,1,C
236G,236G,2,2502,2519,17,90,10,1,C
236G,236G,2,2536,2554,18,90,10,1,C
236G,236G,2,2569,2586,17,90,10,1,C
236G,236G,2,2650,2677,27,90,10,1,C
236G,236G,2,2682,2698,16,90,10,1,C
236G,236G,2,2765,2811,46,90,10,1,C
236G,236G,2,2816,2832,16,90,10,1,C
236G,236G,2,2871,2891,20,90,10,1,C
236G,236G,2,2902,2918,16,90,10,1,C
236G,236G,2,2933,2982,49,90,10,1,C
236G,236G,15,88,110,22,90,10,1,C
236G,236G,15,160,172,12,90,10,1,C
236G,236G,15,315,334,19,90,10,1,C
236G,236G,15,344,358,14,90,10,1,C
236G,236G,15,370,380,10,90,10,1,C
236G,236G,15,432,443,11,90,10,1,C
236G,236G,15,449,492,43,90,10,1,C
236G,236G,15,497,509,12,90,10,1,C
236G,236G,15,524,537,13,90,10,1,C
236G,236G,15,542,572,30,90,10,1,C
236G,236G,15,603,632,29,90,10,1,C
236G,236G,15,639,655,16,90,10,1,C
236G,236G,15,674,705,31,90,10,1,C
236G,236G,15,743,760,17,90,10,1,C
236G,236G,15,776,817,41,90,10,1,C
236G,236G,15,829,873,44,90,10,1,C
236G,236G,15,883,895,12,90,10,1,C
236G,236G,15,900,910,10,90,10,1,C
236G,236G,15,931,959,28,90,10,1,C
236G,236G,15,992,1014,22,90,10,1,C
236G,236G,15,1026,1045,19,90,10,1,C
236G,236G,15,1100,1115,15,90,10,1,C
236G,236G,15,1123,1174,51,90,10,1,C
236G,236G,15,1185,1219,34,90,10,1,C
236G,236G,15,1267,1291,24,90,10,1,C
236G,236G,15,1299,1320,21,90,10,1,C
236G,236G,15,1406,1433,27,90,10,1,C
236G,236G,15,1474,1495,21,90,10,1,C
236G,236G,15,1510,1527,17,90,10,1,C
236G,236G,15,1563,1601,38,90,10,1,C
236G,236G,15,1615,1647,32,90,10,1,C
236G,236G,15,1655,1673,18,90,10,1,C
236G,236G,15,1782,1800,18,90,10,1,C
236G,236G,15,1850,1865,15,90,10,1,C
236G,236G,15,1913,1926,13,90,10,1,C
236G,236G,15,1960,1981,21,90,10,1,C
236G,236G,15,2050,2066,16,90,10,1,C
236G,236G,15,2143,2177,34,90,10,1,C
236G,236G,15,2190,2216,26,90,10,1,C
236G,236G,15,2221,2240,19,90,10,1,C
236G,236G,15,2272,2287,15,90,10,1,C
236G,236G,15,2385,2408,23,90,10,1,C
236G,236G,15,2426,2444,18,90,10,1,C
236G,236G,15,2449,2462,13,90,10,1,C
236G,236G,15,2526,2550,24,90,10,1,C
236G,236G,15,2640,2659,19,90,10,1,C
236G,236G,15,2698,2717,19,90,10,1,C
236G,236G,15,2735,2754,19,90,10,1,C
236G,236G,15,2760,2774,14,90,10,1,C
236G,236G,15,2797,2824,27,90,10,1,C
236G,236G,15,2942,2958,16,90,10,1,C
236G,236G,28,2,12,10,90,10,1,C
236G,236G,28,16,26,10,90,10,1,C
236G,236G,28,31,42,11,90,10,1,C
236G,236G,28,51,77,26,90,10,1,C
236G,236G,28,80,92,12,90,10,1,C
236G,236G,28,182,197,15,90,10,1,C
236G,236G,28,203,216,13,90,10,1,C
236G,236G,28,222,242,20,90,10,1,C
236G,236G,28,249,270,21,90,10,1,C
236G,236G,28,280,296,16,90,10,1,C
236G,236G,28,318,343,25,90,10,1,C
236G,236G,28,393,406,13,90,10,1,C
236G,236G,28,408,420,12,90,10,1,C
236G,236G,28,431,455,24,90,10,1,C
236G,236G,28,491,506,15,90,10,1,C
236G,236G,28,524,537,13,90,10,1,C
236G,236G,28,542,555,13,90,10,1,C
236G,236G,28,579,602,23,90,10,1,C
236G,236G,28,676,692,16,90,10,1,C
236G,236G,28,726,763,37,90,10,1,C
236G,236G,28,787,821,34,90,10,1,C
236G,236G,28,860,901,41,90,10,1,C
236G,236G,28,917,940,23,90,10,1,C
236G,236G,28,947,957,10,90,10,1,C
236G,236G,28,979,1020,41,90,10,1,C
236G,236G,28,1024,1042,18,90,10,1,C
236G,236G,28,1061,1082,21,90,10,1,C
236G,236G,28,1085,1098,13,90,10,1,C
236G,236G,28,1101,1118,17,90,10,1,C
236G,236G,28,1121,1193,72,90,10,1,C
236G,236G,28,1210,1245,35,90,10,1,C
236G,236G,28,1254,1279,25,90,10,1,C
236G,236G,28,1291,1302,11,90,10,1,C
236G,236G,28,1306,1344,38,90,10,1,C
236G,236G,28,1371,1392,21,90,10,1,C
236G,236G,28,1399,1416,17,90,10,1,C
236G,236G,28,1421,1447,26,90,10,1,C
236G,236G,28,1452,1472,20,90,10,1,C
236G,236G,28,1476,1501,25,90,10,1,C
236G,236G,28,1521,1537,16,90,10,1,C
236G,236G,28,1540,1572,32,90,10,1,C
236G,236G,28,1608,1622,14,90,10,1,C
236G,236G,28,1650,1661,11,90,10,1,C
236G,236G,28,1663,1677,14,90,10,1,C
236G,236G,28,1692,1702,10,90,10,1,C
236G,236G,28,1705,1715,10,90,10,1,C
236G,236G,28,1724,1751,27,90,10,1,C
236G,236G,28,1779,1801,22,90,10,1,C
236G,236G,28,1821,1836,15,90,10,1,C
236G,236G,28,1841,1875,34,90,10,1,C
236G,236G,28,1891,1922,31,90,10,1,C
236G,236G,28,1932,1954,22,90,10,1,C
236G,236G,28,1965,1977,12,90,10,1,C
236G,236G,28,1980,2001,21,90,10,1,C
236G,236G,28,2053,2096,43,90,10,1,C
236G,236G,28,2129,2145,16,90,10,1,C
236G,236G,28,2170,2208,38,90,10,1,C
236G,236G,28,2227,2240,13,90,10,1,C
236G,236G,28,2264,2283,19,90,10,1,C
236G,236G,28,2287,2308,21,90,10,1,C
236G,236G,28,2382,2405,23,90,10,1,C
236G,236G,28,2410,2440,30,90,10,1,C
236G,236G,28,2458,2477,19,90,10,1,C
236G,236G,28,2648,2660,12,90,10,1,C
236G,236G,28,2664,2676,12,90,10,1,C
236G,236G,28,2689,2700,11,90,10,1,C
236G,236G,28,2722,2735,13,90,10,1,C
236G,236G,28,2780,2801,21,90,10,1,C
236G,236G,28,2854,2882,28,90,10,1,C
236G,236G,28,2903,2914,11,90,10,1,C
236G,236G,28,2930,2942,12,90,10,1,C
236G,236G,28,2969,2985,16,90,10,1,C
237A,237A,2,0,58,58,90,10,1,C
237A,237A,2,76,97,21,90,10,1,C
237A,237A,2,187,242,55,90,10,1,C
237A,237A,2,290,322,32,90,10,1,C
237A,237A,2,380,392,12,90,10,1,C
237A,237A,2,405,464,59,90,10,1,C
237A,237A,2,561,591,30,90,10,1,C
237A,237A,2,625,651,26,90,10,1,C
237A,237A,2,682,700,18,90,10,1,C
237A,237A,2,706,718,12,90,10,1,C
237A,237A,2,746,767,21,90,10,1,C
237A,237A,2,771,801,30,90,10,1,C
237A,237A,2,831,857,26,90,10,1,C
237A,237A,2,911,930,19,90,10,1,C
237A,237A,2,971,1021,50,90,10,1,C
237A,237A,2,1049,1068,19,90,10,1,C
237A,237A,2,1093,1114,21,90,10,1,C
237A,237A,2,1160,1187,27,90,10,1,C
237A,237A,2,1216,1238,22,90,10,1,C
237A,237A,2,1288,1309,21,90,10,1,C
237A,237A,2,1334,1375,41,90,10,1,C
237A,237A,2,1393,1437,44,90,10,1,C
237A,237A,2,1465,1492,27,90,10,1,C
237A,237A,2,1559,1576,17,90,10,1,C
237A,237A,2,1665,1751,86,90,10,1,C
237A,237A,2,1794,1840,46,90,10,1,C
237A,237A,2,1851,1877,26,90,10,1,C
237A,237A,2,1919,1932,13,90,10,1,C
237A,237A,2,1937,1972,35,90,10,1,C
237A,237A,2,1994,2009,15,90,10,1,C
237A,237A,2,2018,2037,19,90,10,1,C
237A,237A,2,2049,2079,30,90,10,1,C
237A,237A,2,2084,2094,10,90,10,1,C
237A,237A,2,2141,2164,23,90,10,1,C
237A,237A,2,2168,2183,15,90,10,1,C
237A,237A,2,2243,2256,13,90,10,1,C
237A,237A,2,2262,2289,27,90,10,1,C
237A,237A,2,2295,2309,14,90,10,1,C
237A,237A,2,2319,2334,15,90,10,1,C
237A,237A,2,2342,2390,48,90,10,1,C
237A,237A,2,2456,2486,30,90,10,1,C
237A,237A,2,2504,2526,22,90,10,1,C
237A,237A,2,2537,2570,33,90,10,1,C
237A,237A,2,2581,2600,19,90,10,1,C
237A,237A,2,2611,2631,20,90,10,1,C
237A,237A,2,2641,2698,57,90,10,1,C
237A,237A,2,2700,2722,22,90,10,1,C
237A,237A,2,2774,2792,18,90,10,1,C
237A,237A,2,2802,2823,21,90,10,1,C
237A,237A,2,2827,2842,15,90,10,1,C
237A,237A,2,2865,2877,12,90,10,1,C
237A,237A,15,51,63,12,90,10,1,C
237A,237A,15,117,128,11,90,10,1,C
237A,237A,15,609,622,13,90,10,1,C
237A,237A,15,670,694,24,90,10,1,C
237A,237A,15,784,794,10,90,10,1,C
237A,237A,15,835,847,12,90,10,1,C
237A,237A,15,883,905,22,90,10,1,C
237A,237A,15,916,934,18,90,10,1,C
237A,237A,15,948,977,29,90,10,1,C
237A,237A,15,997,1022,25,90,10,1,C
237A,237A,15,1046,1058,12,90,10,1,C
237A,237A,15,1071,1085,14,90,10,1,C
237A,237A,15,1184,1199,15,90,10,1,C
237A,237A,15,1304,1318,14,90,10,1,C
237A,237A,15,1331,1368,37,90,10,1,C
237A,237A,15,1387,1409,22,90,10,1,C
237A,237A,15,1614,1633,19,90,10,1,C
237A,237A,15,1972,1990,18,90,10,1,C
237A,237A,15,2010,2027,17,90,10,1,C
237A,237A,15,2077,2090,13,90,10,1,C
237A,237A,15,2184,2210,26,90,10,1,C
237A,237A,15,2219,2256,37,90,10,1,C
237A,237A,15,2261,2282,21,90,10,1,C
237A,237A,15,2332,2357,25,90,10,1,C
237A,237A,15,2368,2427,59,90,10,1,C
237A,237A,15,2441,2460,19,90,10,1,C
237A,237A,15,2493,2504,11,90,10,1,C
237A,237A,15,2514,2530,16,90,10,1,C
237A,237A,15,2570,2588,18,90,10,1,C
237A,237A,15,2672,2687,15,90,10,1,C
237A,237A,15,2941,2962,21,90,10,1,C
237A,237A,15,2974,2987,13,90,10,1,C
237A,237A,28,9,27,18,90,10,1,C
237A,237A,28,126,152,26,90,10,1,C
237A,237A,28,182,200,18,90,10,1,C
237A,237A,28,210,225,15,90,10,1,C
237A,237A,28,232,246,14,90,10,1,C
237A,237A,28,251,267,16,90,10,1,C
237A,237A,28,284,300,16,90,10,1,C
237A,237A,28,305,316,11,90,10,1,C
237A,237A,28,350,361,11,90,10,1,C
237A,237A,28,372,391,19,90,10,1,C
237A,237A,28,397,418,21,90,10,1,C
237A,237A,28,432,449,17,90,10,1,C
237A,237A,28,455,465,10,90,10,1,C
237A,237A,28,472,491,19,90,10,1,C
237A,237A,28,495,509,14,90,10,1,C
237A,237A,28,541,554,13,90,10,1,C
237A,237A,28,564,596,32,90,10,1,C
237A,237A,28,621,637,16,90,10,1,C
237A,237A,28,711,734,23,90,10,1,C
237A,237A,28,784,804,20,90,10,1,C
237A,237A,28,807,829,22,90,10,1,C
237A,237A,28,896,907,11,90,10,1,C
237A,237A,28,911,923,12,90,10,1,C
237A,237A,28,928,943,15,90,10,1,C
237A,237A,28,949,979,30,90,10,1,C
237A,237A,28,984,995,11,90,10,1,C
237A,237A,28,1040,1094,54,90,10,1,C
237A,237A,28,1107,1150,43,90,10,1,C
237A,237A,28,1174,1198,24,90,10,1,C
237A,237A,28,1245,1321,76,90,10,1,C
237A,237A,28,1342,1359,17,90,10,1,C
237A,237A,28,1400,1419,19,90,10,1,C
237A,237A,28,1424,1502,78,90,10,1,C
237A,237A,28,1520,1542,22,90,10,1,C
237A,237A,28,1564,1592,28,90,10,1,C
237A,237A,28,1612,1634,22,90,10,1,C
237A,237A,28,1649,1688,39,90,10,1,C
237A,237A,28,1726,1742,16,90,10,1,C
237A,237A,28,1761,1779,18,90,10,1,C
237A,237A,28,1784,1814,30,90,10,1,C
237A,237A,28,2002,2017,15,90,10,1,C
237A,237A,28,2094,2117,23,90,10,1,C
237A,237A,28,2243,2260,17,90,10,1,C
237A,237A,28,2297,2311,14,90,10,1,C
237A,237A,28,2325,2345,20,90,10,1,C
237A,237A,28,2350,2363,13,90,10,1,C
237A,237A,28,2396,2412,16,90,10,1,C
237A,237A,28,2420,2446,26,90,10,1,C
237A,237A,28,2473,2492,19,90,10,1,C
237A,237A,28,2532,2542,10,90,10,1,C
237A,237A,28,2547,2559,12,90,10,1,C
237A,237A,28,2781,2792,11,90,10,1,C
237A,237A,28,2801,2819,18,90,10,1,C
237A,237A,28,2831,2842,11,90,10,1,C
237A,237A,28,2851,2863,12,90,10,1,C
237A,237A,28,2943,2964,21,90,10,1,C
237A,237A,28,2980,2991,11,90,10,1,C
237G,237G,2,99,122,23,90,10,1,C
237G,237G,2,127,150,23,90,10,1,C
237G,237G,2,170,180,10,90,10,1,C
237G,237G,2,189,202,13,90,10,1,C
237G,237G,2,209,224,15,90,10,1,C
237G,237G,2,280,290,10,90,10,1,C
237G,237G,2,363,390,27,90,10,1,C
237G,237G,2,408,435,27,90,10,1,C
237G,237G,2,465,482,17,90,10,1,C
237G,237G,2,527,543,16,90,10,1,C
237G,237G,2,560,573,13,90,10,1,C
237G,237G,2,602,617,15,90,10,1,C
237G,237G,2,622,659,37,90,10,1,C
237G,237G,2,694,711,17,90,10,1,C
237G,237G,2,725,735,10,90,10,1,C
237G,237G,2,746,790,44,90,10,1,C
237G,237G,2,822,849,27,90,10,1,C
237G,237G,2,855,867,12,90,10,1,C
237G,237G,2,902,922,20,90,10,1,C
237G,237G,2,927,934,7,90,10,1,C
237G,237G,2,948,994,46,90,10,1,C
237G,237G,2,1020,1039,19,90,10,1,C
237G,237G,2,1065,1083,18,90,10,1,C
237G,237G,2,1110,1128,18,90,10,1,C
237G,237G,2,1133,1143,10,90,10,1,C
237G,237G,2,1165,1184,19,90,10,1,C
237G,237G,2,1211,1228,17,90,10,1,C
237G,237G,2,1245,1259,14,90,10,1,C
237G,237G,2,1268,1290,22,90,10,1,C
237G,237G,2,1295,1331,36,90,10,1,C
237G,237G,2,1340,1355,15,90,10,1,C
237G,237G,2,1360,1374,14,90,10,1,C
237G,237G,2,1390,1407,17,90,10,1,C
237G,237G,2,1426,1437,11,90,10,1,C
237G,237G,2,1455,1485,30,90,10,1,C
237G,237G,2,1533,1575,42,90,10,1,C
237G,237G,2,1598,1621,23,90,10,1,C
237G,237G,2,1626,1657,31,90,10,1,C
237G,237G,2,1664,1698,34,90,10,1,C
237G,237G,2,1710,1733,23,90,10,1,C
237G,237G,2,1770,2033,263,90,10,1,C
237G,237G,2,2038,2076,38,90,10,1,C
237G,237G,2,2085,2101,16,90,10,1,C
237G,237G,2,2130,2148,18,90,10,1,C
237G,237G,2,2164,2183,19,90,10,1,C
237G,237G,2,2198,2213,15,90,10,1,C
237G,237G,2,2218,2242,24,90,10,1,C
237G,237G,2,2292,2302,10,90,10,1,C
237G,237G,2,2435,2459,24,90,10,1,C
237G,237G,2,2519,2538,19,90,10,1,C
237G,237G,2,2573,2590,17,90,10,1,C
237G,237G,2,2608,2620,12,90,10,1,C
237G,237G,2,2775,2811,36,90,10,1,C
237G,237G,2,2912,2928,16,90,10,1,C
237G,237G,2,2956,2976,20,90,10,1,C
237G,237G,15,61,77,16,90,10,1,C
237G,237G,15,92,108,16,90,10,1,C
237G,237G,15,113,126,13,90,10,1,C
237G,237G,15,142,167,25,90,10,1,C
237G,237G,15,201,230,29,90,10,1,C
237G,237G,15,242,263,21,90,10,1,C
237G,237G,15,296,308,12,90,10,1,C
237G,237G,15,311,322,11,90,10,1,C
237G,237G,15,349,360,11,90,10,1,C
237G,237G,15,371,382,11,90,10,1,C
237G,237G,15,446,460,14,90,10,1,C
237G,237G,15,479,491,12,90,10,1,C
237G,237G,15,590,602,12,90,10,1,C
237G,237G,15,613,629,16,90,10,1,C
237G,237G,15,649,671,22,90,10,1,C
237G,237G,15,865,892,27,90,10,1,C
237G,237G,15,996,1013,17,90,10,1,C
237G,237G,15,1055,1071,16,90,10,1,C
237G,237G,15,1085,1099,14,90,10,1,C
237G,237G,15,1111,1129,18,90,10,1,C
237G,237G,15,1137,1180,43,90,10,1,C
237G,237G,15,1206,1220,14,90,10,1,C
237G,237G,15,1242,1259,17,90,10,1,C
237G,237G,15,1292,1302,10,90,10,1,C
237G,237G,15,1349,1362,13,90,10,1,C
237G,237G,15,1419,1440,21,90,10,1,C
237G,237G,15,1492,1507,15,90,10,1,C
237G,237G,15,1592,1611,19,90,10,1,C
237G,237G,15,1620,1639,19,90,10,1,C
237G,237G,15,1655,1674,19,90,10,1,C
237G,237G,15,1711,1746,35,90,10,1,C
237G,237G,15,1876,1892,16,90,10,1,C
237G,237G,15,1901,1924,23,90,10,1,C
237G,237G,15,1950,1961,11,90,10,1,C
237G,237G,15,2008,2034,26,90,10,1,C
237G,237G,15,2042,2053,11,90,10,1,C
237G,237G,15,2091,2128,37,90,10,1,C
237G,237G,15,2134,2163,29,90,10,1,C
237G,237G,15,2189,2210,21,90,10,1,C
237G,237G,15,2241,2265,24,90,10,1,C
237G,237G,15,2321,2343,22,90,10,1,C
237G,237G,15,2378,2411,33,90,10,1,C
237G,237G,15,2417,2436,19,90,10,1,C
237G,237G,15,2462,2476,14,90,10,1,C
237G,237G,15,2518,2534,16,90,10,1,C
237G,237G,15,2542,2558,16,90,10,1,C
237G,237G,15,2712,2736,24,90,10,1,C
237G,237G,15,2811,2838,27,90,10,1,C
237G,237G,28,70,109,39,90,10,1,C
237G,237G,28,163,176,13,90,10,1,C
237G,237G,28,207,220,13,90,10,1,C
237G,237G,28,240,259,19,90,10,1,C
237G,237G,28,291,303,12,90,10,1,C
237G,237G,28,333,351,18,90,10,1,C
237G,237G,28,364,377,13,90,10,1,C
237G,237G,28,382,402,20,90,10,1,C
237G,237G,28,407,421,14,90,10,1,C
237G,237G,28,443,541,98,90,10,1,C
237G,237G,28,565,583,18,90,10,1,C
237G,237G,28,600,621,21,90,10,1,C
237G,237G,28,644,660,16,90,10,1,C
237G,237G,28,685,705,20,90,10,1,C
237G,237G,28,710,724,14,90,10,1,C
237G,237G,28,755,768,13,90,10,1,C
237G,237G,28,959,982,23,90,10,1,C
237G,237G,28,1179,1198,19,90,10,1,C
237G,237G,28,1221,1234,13,90,10,1,C
237G,237G,28,1272,1300,28,90,10,1,C
237G,237G,28,1311,1335,24,90,10,1,C
237G,237G,28,1375,1519,144,90,10,1,C
237G,237G,28,1552,1612,60,90,10,1,C
237G,237G,28,1619,1637,18,90,10,1,C
237G,237G,28,1643,1662,19,90,10,1,C
237G,237G,28,1740,1788,48,90,10,1,C
237G,237G,28,1839,1850,11,90,10,1,C
237G,237G,28,1867,1888,21,90,10,1,C
237G,237G,28,1926,1954,28,90,10,1,C
237G,237G,28,2047,2068,21,90,10,1,C
237G,237G,28,2073,2096,23,90,10,1,C
237G,237G,28,2132,2153,21,90,10,1,C
237G,237G,28,2181,2189,8,90,10,1,C
237G,237G,28,2231,2252,21,90,10,1,C
237G,237G,28,2261,2274,13,90,10,1,C
237G,237G,28,2304,2337,33,90,10,1,C
237G,237G,28,2420,2433,13,90,10,1,C
237G,237G,28,2482,2501,19,90,10,1,C
237G,237G,28,2515,2545,30,90,10,1,C
237G,237G,28,2566,2580,14,90,10,1,C
237G,237G,28,2631,2660,29,90,10,1,C
237G,237G,28,2701,2713,12,90,10,1,C
237G,237G,28,2866,2884,18,90,10,1,C
238A,238A,2,11,41,30,90,10,1,C
238A,238A,2,95,210,115,90,10,1,C
238A,238A,2,302,318,16,90,10,1,C
238A,238A,2,404,442,38,90,10,1,C
238A,238A,2,503,516,13,90,10,1,C
